Time,VD,VQ,P1Stable,ID,IQ













0.1,36.6992,230.047,-0.736899,-0.000504547,-0.00119063,
0.18,251.563,412.437,224.75,-0.658445,0.278984,
0.2,63.7056,515.045,101.311,-0.238096,-0.0325936,
0.23,340.104,473.11,136.958,-0.434747,0.48698,
0.26,388.963,540.6,-179.845,0.840098,-1.03498,
0.29,160.806,-1088.58,-437.185,-1.37931,-0.480132,
0.33,1433.9,107.625,-630.99,0.186623,-1.03839,
0.35,-143.236,-939.716,-1126.11,-1.79746,1.52426,
0.36,294.338,282.977,-731.946,0.00837754,0.367141,
0.39,7.63031,680.274,-588.803,0.437319,-0.794209,
0.48,-222.32,718.296,-873.158,0.89159,-0.618006,
0.5,-232.6,680.975,-890.642,0.918175,-0.519619,
0.52,-267.972,656.142,-882.702,0.860166,-0.488074,
0.54,-280.644,653.152,-862.732,0.777015,-0.544014,
0.56,-244.249,645.84,-840.901,0.718021,-0.650725,
0.58,-203.112,646.072,-817.57,0.759347,-0.579687,
0.6,-167.118,659.307,-796.688,0.732318,-0.553116,
0.62,-134.19,667.406,-781.063,0.646711,-0.587642,
0.63,-102.333,677.001,-777.287,0.639715,-0.668252,
0.71,83.1591,695.003,-740.747,0.329066,-0.810075,
0.73,139.476,676.802,-733.595,0.387955,-0.79497,
0.75,170.133,662.092,-725.747,0.38413,-0.76396,
0.77,182.587,673.612,-718.838,0.31486,-0.752202,
0.8,230.132,659.964,-717.882,0.339889,-0.790273,
0.82,229.681,676.966,-719.306,0.308198,-0.778636,
0.84,222.876,680.24,-724.336,0.245268,-0.794679,
0.86,196.603,675.712,-731.572,0.170329,-0.839773,
0.88,157.596,680.061,-739.554,0.303812,-0.840712,
0.97,-228.426,678.702,-715.182,0.672895,-0.432413,
0.99,-348.042,623.871,-682.907,0.713471,-0.253664,
1.01,-425.579,401.707,-778.19,0.972453,-0.366878,
1.02,27.668,112.022,-738.62,1.73041,-1.20419,
1.04,197.463,-93.4762,-270.932,0.905416,-0.301354,
1.06,64.5611,-68.0125,-89.6822,0.0368153,-0.0878309,
1.08,72.7686,-36.1067,-36.0882,-1.17179,-0.301872,
1.1,-103.714,-190.115,-16.4488,-0.0299485,0.167506,
1.12,-241.177,48.0364,-61.1778,1.36654,-0.491902,
1.19,184.494,-39.6355,-293.705,0.600048,-1.09286,
1.2,743.796,-18.1789,-297.898,-0.796398,0.257152,
1.22,-720.779,-252.315,-302.912,0.758222,0.133149,
1.24,595.698,479.173,-288.357,-0.76389,-0.210561,
1.26,-330.539,-688.523,-293.224,0.617567,0.497435,
1.28,372.157,631.026,-293.771,-0.629323,-0.270707,
1.29,196.201,319.345,-368.238,-1.14895,-0.56037,
1.31,-486.775,-195.419,-303.601,0.530862,-0.0460572,
1.32,-75.9961,-16.1453,-299.551,0.823041,-0.754326,
1.38,-185.487,-471.582,-226.14,0.252701,-0.0560649,
1.4,190.874,106.738,-246.349,0.701523,-0.463709,
1.41,673.001,187.792,-231.586,-0.508194,0.14548,
1.42,345.502,-72.4295,-270.802,-0.381841,0.323435,
1.44,-145.482,493.911,-214.324,0.0643193,-0.510233,
1.45,252.603,192.147,-188.477,-0.447748,0.107683,
1.46,-281.585,-93.9357,-174.025,0.252895,-0.230232,
1.48,-65.7311,189.022,-153.355,-0.407797,-0.532795,
1.49,-28.1359,-383.804,-148.199,0.361621,0.151287,
1.55,267.352,271.723,-134.137,-0.360174,0.163097,
1.55,267.352,271.723,-134.137,-0.360174,0.163097,
1.57,-26.2452,1.30494,-143.635,0.441199,0.457324,
1.58,-143.513,722.723,-109.731,-0.0880285,-0.247282,
1.59,131.709,418.303,-143.39,-0.365892,-0.173366,
1.6,44.6796,-213.018,-108.041,0.337273,0.244822,
1.61,-370.749,183.24,-95.106,0.0930137,-0.2336,
1.62,-95.9177,491.206,-100.084,-0.134361,-0.161241,
1.62,-95.9177,491.206,-100.084,-0.134361,-0.161241,
1.66,293.417,160.562,-95.4648,-0.234187,0.133873,
1.67,-103.082,-139.473,-77.8105,-0.0254236,0.37181,
1.68,-482.32,162.78,-76.1271,0.0641365,-0.164553,
1.69,71.7965,170.626,-75.7288,-0.469811,0.0257415,
1.7,175.749,-253.959,-77.3461,0.17205,0.225428,
1.71,-247.153,-31.6257,-68.404,0.263494,-0.0165847,
1.72,-58.2982,455.249,-58.027,-0.120329,-0.0707724,
1.73,199.152,33.9616,-49.2274,-0.168308,0.272427,
1.74,-201.069,-281.241,-51.5133,0.184322,-0.0254631,
1.75,-176.574,221.242,-47.2737,-0.11109,-0.198392,
1.75,-176.574,221.242,-47.2737,-0.11109,-0.198392,
1.75,-176.574,221.242,-47.2737,-0.11109,-0.198392,
1.75,-176.574,221.242,-47.2737,-0.11109,-0.198392,
1.75,-176.574,221.242,-47.2737,-0.11109,-0.198392,
1.75,-176.574,221.242,-47.2737,-0.11109,-0.198392,
1.75,-176.574,221.242,-47.2737,-0.11109,-0.198392,
1.75,-176.574,221.242,-47.2737,-0.11109,-0.198392,
1.75,-176.574,221.242,-47.2737,-0.11109,-0.198392,
1.78,-382.654,155.484,-27.7896,0.00859905,-0.0627937,
1.79,96.11,303.369,-23.5632,-0.0825725,-0.013043,
1.79,96.11,303.369,-23.5632,-0.0825725,-0.013043,
1.8,165.846,-262.303,-21.1406,0.0390316,0.0724418,
1.81,-296.729,-165.738,-18.9037,0.0480134,-0.0245563,
1.81,-296.729,-165.738,-18.9037,0.0480134,-0.0245563,
1.82,-23.1838,339.329,-17.1343,-0.0424565,-0.0315078,
1.83,296.384,-47.6209,-16.136,-0.0267429,0.0552872,
1.84,-189.469,-280.818,-16.2835,0.0544448,0.00317978,
1.87,26.7034,-322.701,-16.0161,0.0364872,0.0402594,
1.88,-316.981,114.049,-16.6849,0.0157224,-0.0504662,
1.89,189.873,255.733,-16.7429,-0.0548577,-0.000693404,
1.9,177.517,-281.43,-14.6889,0.00686099,0.0358101,
1.91,-317.534,-102.52,-13.9726,0.0284151,-0.0137786,
1.92,38.1168,326.672,-13.5499,-0.030551,-0.0251707,
1.93,299.271,-129.326,-13.6806,-0.0163492,0.0400827,
1.94,-217.338,-256.44,-14.2803,0.036931,0.00848103,
1.94,-217.338,-256.44,-14.2803,0.036931,0.00848103,
1.98,-289.269,162.092,-16.1436,0.0170332,-0.0418285,
1.98,-289.269,162.092,-16.1436,0.0170332,-0.0418285,
1.99,248.42,215.704,-16.4142,-0.0403232,-0.00290554,
2,139.563,-301.079,-16.8374,0.00265547,0.04288,
2.01,-331.277,-37.401,-17.4924,0.0392248,-0.0132328,
2.02,91.613,316.943,-17.715,-0.0264592,-0.0295356,
2.02,91.613,316.943,-17.715,-0.0264592,-0.0295356,
2.03,282.765,-177.423,-17.9771,-0.0240792,0.0337146,
2.04,-247.134,-223.668,-18.5367,0.0425847,0.0149634,
2.07,-58.5857,-330.803,-17.6923,0.0157782,0.0327724,
2.08,-278.254,186.794,-17.6194,0.0216651,-0.0262896,
2.09,268.517,201.173,-17.5143,-0.0324264,-0.0128191,
2.1,133.883,-307.718,-17.5622,-0.00892659,0.0360054,
2.11,-335.219,-25.6591,-17.956,0.0397341,-0.00454644,
2.11,-335.219,-25.6591,-17.956,0.0397341,-0.00454644,
2.12,93.5572,321.834,-18.1543,-0.0155849,-0.0378082,
2.13,287.538,-177.787,-18.302,-0.0285305,0.0246427,
2.14,-242.537,-235.082,-18.448,0.028584,0.0276572,
2.17,-35.8622,-338.095,-19.2524,-0.00543846,0.0388043,
2.18,-299.606,160.546,-19.3513,0.0367143,-0.0159475,
2.19,247.304,231.807,-20.0085,-0.0259223,-0.0335837,
